SortOrder,Tblname,AttributeLabel,AttributeDescription,AttributeUnit
139,EMRI_Data,Ho_ppm_ICP61,"Holmium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.05-1,000 ppm Ho. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
140,EMRI_Data,In_ppm_ICP61,"Indium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.2-1,000 ppm In. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
141,EMRI_Data,La_ppm_ICP61,"Lanthanum, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.1-10,000 ppm La. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >1000. These can be identified with the replaced value of 1000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
142,EMRI_Data,Li_ppm_ICP61,"Lithium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 10-50,000 ppm Li. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
143,EMRI_Data,Lu_ppm_ICP61,"Lutetium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.05-1,000 ppm Lu. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
144,EMRI_Data,Mn_ppm_ICP61,"Manganese, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 10-100,000 ppm Mn. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >100000. These can be identified with the replaced value of 100000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
145,EMRI_Data,Mo_ppm_ICP61,"Molybdenum, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 2-10,000 ppm Mo. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >10000. These can be identified with the replaced value of 10000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
146,EMRI_Data,Nb_ppm_ICP61,"Niobium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 1-10,000 ppm Nb. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
147,EMRI_Data,Nd_ppm_ICP61,"Neodymium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.1-10,000 ppm Nd. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
148,EMRI_Data,Ni_ppm_ICP61,"Nickel, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 5-10,000 ppm Ni. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
149,EMRI_Data,Pb_ppm_ICP61,"Lead, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 5-10,000 ppm Pb. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >10000. These can be identified with the replaced value of 10000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
150,EMRI_Data,Pr_ppm_ICP61,"Praseodymium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.05-1,000 ppm Pr. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >1000. These can be identified with the replaced value of 1000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
151,EMRI_Data,Rb_ppm_ICP61,"Rubidium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.2-10,000 ppm Rb. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
152,EMRI_Data,Re_ppm_ICP61,"Rhenium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.02-50 ppm Re. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
153,EMRI_Data,Sb_ppm_ICP61,"Antimony, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.1-10,000 ppm Sb. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
154,EMRI_Data,Sc_ppm_ICP61,"Scandium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 5-50,000 ppm Sc (changed to 1-50,000 ppm Sc for some of the jobs). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
155,EMRI_Data,Se_ppm_ICP61,"Selenium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 1-1,000 ppm Se. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >1000. These can be identified with the replaced value of 1000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
156,EMRI_Data,Sm_ppm_ICP61,"Samarium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.1-1,000 ppm Sm. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
157,EMRI_Data,Sn_ppm_ICP61,"Tin, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 1-10,000 ppm Sn. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
158,EMRI_Data,Sr_ppm_ICP61,"Strontium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 10-5,000 ppm Sr. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >5000. These can be identified with the replaced value of 5000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
159,EMRI_Data,Ta_ppm_ICP61,"Tantalum, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.5-10,000 ppm Ta. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
160,EMRI_Data,Tb_ppm_ICP61,"Terbium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.05-1,000 ppm Tb. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
161,EMRI_Data,Te_ppm_ICP61,"Tellurium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.05-1,000 ppm Te. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >1000. These can be identified with the replaced value of 1000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
162,EMRI_Data,Th_ppm_ICP61,"Thorium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.1-1,000 ppm Th. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >1000. These can be identified with the replaced value of 1000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
163,EMRI_Data,Tl_ppm_ICP61,"Thallium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.5-1,000 ppm Tl. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
164,EMRI_Data,Tm_ppm_ICP61,"Thulium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.05-1,000 ppm Tm. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
165,EMRI_Data,U_ppm_ICP61,"Uranium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.05-1,000 ppm U. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >1000. These can be identified with the replaced value of 1000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
166,EMRI_Data,V_ppm_ICP61,"Vanadium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 5-10,000 ppm V. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >10000. These can be identified with the replaced value of 10000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
167,EMRI_Data,W_ppm_ICP61,"Tungsten, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 1-10,000 ppm W. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >10000. These can be identified with the replaced value of 10000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
168,EMRI_Data,Y_ppm_ICP61,"Yttrium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.5-1,000 ppm Y. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >1000. These can be identified with the replaced value of 1000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
169,EMRI_Data,Yb_ppm_ICP61,"Ytterbium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.1-1,000 ppm Yb. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >1000. These can be identified with the replaced value of 1000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
170,EMRI_Data,Zn_ppm_ICP61,"Zinc, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 5-10,000 ppm Zn. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >10000. These can be identified with the replaced value of 10000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
171,EMRI_Data,Zr_ppm_ICP61,"Zirconium, in parts per million by weight, determined by 61 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-61). Method detection range: 0.5-10,000 ppm Zr. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >10000. These can be identified with the replaced value of 10000.1111. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
172,EMRI_Data,Al2O3_pct_WDX,"Aluminum, reported as aluminum oxide or alumina (Al2O3) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-75% Al2O3 (changed to 0.01-100% Al2O3 October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
173,EMRI_Data,BaO_pct_WDX,"Barium, reported as barium oxide or baria (BaO) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-10% BaO (changed to 0.01-60% BaO October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. However, a few samples were reported only as >60.0. These can be identified with the replaced value of 60.01111. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
174,EMRI_Data,CaO_pct_WDX,"Calcium, reported as calcium oxide or quicklime (CaO) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-60% CaO (changed to 0.01-100% CaO October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
175,EMRI_Data,Cr2O3_pct_WDX,"Chromium, reported as chromium(III) oxide or chromia (Cr2O3) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-10% Cr2O3 (changed to 0.01-5% Cr2O3 October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
176,EMRI_Data,Fe2O3_pct_WDX,"Total iron (regardless of the oxidation state), reported as iron(III) oxide or ferric oxide (Fe2O3) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-75% Fe2O3 (changed to 0.01-100% Fe2O3 October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
177,EMRI_Data,K2O_pct_WDX,"Potassium, reported as potassium oxide (K2O) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-30% K2O (changed to 0.01-70% K2O October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
178,EMRI_Data,LOI_pct_WDX,"Loss on ignition (LOI), in weight percent, determined by gravimetry (C_WDXRF-MAJORS).  Method detection range: 0.01-50% LOI (changed to 0.01-100% LOI October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
179,EMRI_Data,MgO_pct_WDX,"Magnesium, reported as magnesium oxide or magnesia (MgO) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-10% MgO (changed to 0.01-100% MgO October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
180,EMRI_Data,MnO_pct_WDX,"Manganese, reported as manganese(II) oxide (MnO) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-10% MnO (changed to 0.01-100% MnO October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
181,EMRI_Data,Na2O_pct_WDX,"Sodium, reported as sodium oxide (Na2O) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-30% Na2O (changed to 0.01-60% Na2O October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
182,EMRI_Data,P2O5_pct_WDX,"Phosphorus, reported as phosphorus pentoxide (P2O5) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-25% P2O5 (changed to 0.01-55% P2O5 October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
183,EMRI_Data,SiO2_pct_WDX,"Silicon, reported as silicon dioxide or silica (SiO2) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-90% SiO2 (changed to 0.01-100% SiO2 October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
184,EMRI_Data,SrO_pct_WDX,"Strontium, reported as strontium oxide or strontia (SrO) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-10% SrO (changed to 0.01-5% SrO October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
185,EMRI_Data,TiO2_pct_WDX,"Titanium, reported as titanium dioxide or titania (TiO2) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-25% TiO2 (changed to 0.01-100% TiO2 October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
186,EMRI_Data,V2O5_pct_WDX,"Vanadium, reported as vanadium pentoxide or vanadia (V2O5) in weight percent, determined by WDXRF (C_WDXRF-MAJORS).  Method detection range: 0.01-10% V2O5. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
187,EMRI_Data,F_pct_ISE,"Fluoride anion (F-), in weight percent, determined by ion-selective electrode following a sodium hydroxide fusion (C_ISE-F). Method detection range: 0.01-10% F. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
188,EMRI_Data,S_pct_IR,"Total sulfur, in weight percent, determined by combustion followed by LECO infrared detection (S_pct_IR)/(C-TOTAL-S_C). Method detection range: 0.005-100%  S (changed to 0.005-30% S October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). A blank or NULL value indicates that no data are available.",weight percent (% or pct)
189,EMRI_Data,Au_ppb_FA,"Gold, in parts per billion by weight, determined by ICP-OES-MS after a lead fusion fire assay (C_FA_ICPMS-AU or C_FA_AU-PD-PT). Method detection range: 1-10,000 ppb Au. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
190,EMRI_Data,Pd_ppb_FA,"Palladium, in parts per billion by weight, determined by ICP-OES-MS after a lead fusion fire assay (C_FA_AU-PD-PT). Method detection range: 1-10,000 ppb Pd. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
191,EMRI_Data,Pt_ppb_FA,"Platinum, in parts per billion by weight, determined by ICP-OES-MS after a lead fusion fire assay (C_FA_AU-PD-PT). Method detection range: 5-10,000 ppb Pt (changed to 10-10,000 ppb Pt October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
192,EMRI_Data,Al_pct_AR,"Aluminum, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA).  Method detection range: 0.0001-25% Al (changed to 0.01-25% Al October 2022).  Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
193,EMRI_Data,Ca_pct_AR,"Calcium, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA).  Method detection range: 0.0001-25% Ca (changed to 0.01-25% Ca October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
194,EMRI_Data,Fe_pct_AR,"Iron, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA).  Method detection range: 0.0001-30% Fe (changed to 0.01-30% Fe October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value.  However, a few samples were reported only as >15.00. These can be identified with the replaced value of 15.001111. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
195,EMRI_Data,K_pct_AR,"Potassium, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA).  Method detection range: 0.0001-25% K (changed to 0.01-25% K October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
196,EMRI_Data,Mg_pct_AR,"Magnesium, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA).  Method detection range: 0.0001-25% Mg (changed to 0.01-25% Mg October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
197,EMRI_Data,Na_pct_AR,"Sodium, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA).  Method detection range: 0.0001-25% Na (changed to 0.01-25% Na October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
198,EMRI_Data,S_pct_AR,"Sulfur, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA).  Method detection range: 0.0001-30% S (changed to 0.01-30% S October 2022). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
